order_item_id,order_id,product_id,line_number,quantity,unit_price_usd,discount_percent,line_total_usd
OI0006486,O002146,P0014,5,7,14460.00,0.00,101220.00
OI0006487,O002147,P0039,1,2,3060.00,0.00,6120.00
OI0006488,O002147,P0016,2,2,8740.00,0.00,17480.00
OI0006489,O002147,P0028,3,12,9080.00,0.00,108960.00
OI0006490,O002148,P0032,1,1,330.00,5.00,313.50
OI0006491,O002148,P0013,2,4,9840.00,15.00,33456.00
OI0006492,O002149,P0066,1,12,11920.00,0.00,143040.00
OI0006493,O002149,P0012,2,12,6280.00,5.00,71592.00
OI0006494,O002149,P0028,3,12,9080.00,0.00,108960.00
OI0006495,O002149,P0011,4,4,6240.00,5.00,23712.00
OI0006496,O002150,P0080,1,1,5590.00,5.00,5310.50
OI0006497,O002150,P0040,2,10,17530.00,5.00,166535.00
OI0006498,O002151,P0016,1,8,8740.00,5.00,66424.00
OI0006499,O002151,P0043,2,7,9450.00,0.00,66150.00
OI0006500,O002151,P0056,3,10,10190.00,15.00,86615.00
OI0006501,O002151,P0016,4,9,8740.00,0.00,78660.00
OI0006502,O002151,P0069,5,6,12320.00,10.00,66528.00
OI0006503,O002152,P0046,1,2,7120.00,10.00,12816.00
OI0006504,O002153,P0022,1,10,8500.00,15.00,72250.00
OI0006505,O002154,P0036,1,5,10120.00,10.00,45540.00
OI0006506,O002154,P0057,2,11,5170.00,0.00,56870.00
OI0006507,O002155,P0039,1,10,3060.00,0.00,30600.00
OI0006508,O002155,P0071,2,1,16680.00,0.00,16680.00
OI0006509,O002156,P0038,1,7,11890.00,0.00,83230.00
OI0006510,O002156,P0021,2,10,17850.00,0.00,178500.00
OI0006511,O002156,P0035,3,8,14850.00,10.00,106920.00
OI0006512,O002157,P0060,1,10,8800.00,5.00,83600.00
OI0006513,O002157,P0010,2,3,3500.00,5.00,9975.00
OI0006514,O002158,P0072,1,8,6730.00,5.00,51148.00
OI0006515,O002158,P0018,2,3,670.00,10.00,1809.00
OI0006516,O002158,P0053,3,5,16730.00,15.00,71102.50
OI0006517,O002158,P0024,4,6,11180.00,15.00,57018.00
OI0006518,O002159,P0066,1,2,11920.00,0.00,23840.00
OI0006519,O002159,P0030,2,3,340.00,0.00,1020.00
OI0006520,O002160,P0036,1,3,10120.00,0.00,30360.00
OI0006521,O002161,P0077,1,3,14410.00,5.00,41068.50
OI0006522,O002161,P0038,2,2,11890.00,0.00,23780.00
OI0006523,O002161,P0066,3,5,11920.00,0.00,59600.00
OI0006524,O002162,P0059,1,7,14710.00,5.00,97821.50
OI0006525,O002163,P0062,1,11,8730.00,15.00,81625.50
OI0006526,O002163,P0072,2,2,6730.00,0.00,13460.00
OI0006527,O002163,P0074,3,2,10020.00,15.00,17034.00
OI0006528,O002163,P0030,4,6,340.00,15.00,1734.00
OI0006529,O002163,P0056,5,6,10190.00,0.00,61140.00
OI0006530,O002164,P0033,1,11,800.00,0.00,8800.00
OI0006531,O002164,P0046,2,10,7120.00,15.00,60520.00
OI0006532,O002164,P0052,3,11,13500.00,5.00,141075.00
OI0006533,O002164,P0057,4,10,5170.00,0.00,51700.00
OI0006534,O002165,P0072,1,6,6730.00,10.00,36342.00
OI0006535,O002165,P0023,2,4,12130.00,10.00,43668.00
OI0006536,O002165,P0052,3,3,13500.00,15.00,34425.00
OI0006537,O002166,P0077,1,10,14410.00,5.00,136895.00
OI0006538,O002166,P0076,2,6,8140.00,0.00,48840.00
OI0006539,O002167,P0063,1,12,3720.00,0.00,44640.00
OI0006540,O002167,P0067,2,6,16160.00,0.00,96960.00
OI0006541,O002167,P0047,3,7,2190.00,5.00,14563.50
OI0006542,O002168,P0018,1,3,670.00,0.00,2010.00
OI0006543,O002168,P0001,2,7,4300.00,15.00,25585.00
OI0006544,O002168,P0073,3,12,1430.00,10.00,15444.00
OI0006545,O002168,P0060,4,2,8800.00,10.00,15840.00
OI0006546,O002168,P0032,5,8,330.00,0.00,2640.00
OI0006547,O002169,P0033,1,2,800.00,15.00,1360.00
OI0006548,O002169,P0079,2,7,15570.00,15.00,92641.50
OI0006549,O002169,P0014,3,3,14460.00,15.00,36873.00
OI0006550,O002169,P0009,4,6,5290.00,0.00,31740.00
OI0006551,O002170,P0047,1,3,2190.00,15.00,5584.50
OI0006552,O002170,P0055,2,10,16840.00,0.00,168400.00
OI0006553,O002171,P0003,1,10,14640.00,10.00,131760.00
OI0006554,O002171,P0066,2,3,11920.00,15.00,30396.00
OI0006555,O002171,P0050,3,6,14600.00,0.00,87600.00
OI0006556,O002171,P0051,4,9,12120.00,0.00,109080.00
OI0006557,O002172,P0044,1,8,13780.00,5.00,104728.00
OI0006558,O002172,P0075,2,1,14230.00,10.00,12807.00
OI0006559,O002172,P0009,3,11,5290.00,0.00,58190.00
OI0006560,O002172,P0043,4,12,9450.00,15.00,96390.00
OI0006561,O002173,P0023,1,1,12130.00,0.00,12130.00
OI0006562,O002174,P0058,1,4,1830.00,0.00,7320.00
OI0006563,O002174,P0071,2,10,16680.00,10.00,150120.00
OI0006564,O002174,P0057,3,11,5170.00,15.00,48339.50
OI0006565,O002175,P0065,1,9,10680.00,10.00,86508.00
OI0006566,O002175,P0076,2,1,8140.00,10.00,7326.00
OI0006567,O002175,P0007,3,5,4920.00,15.00,20910.00
OI0006568,O002175,P0065,4,7,10680.00,0.00,74760.00
OI0006569,O002175,P0003,5,3,14640.00,0.00,43920.00
OI0006570,O002176,P0047,1,12,2190.00,15.00,22338.00
OI0006571,O002176,P0030,2,8,340.00,5.00,2584.00
OI0006572,O002176,P0013,3,8,9840.00,5.00,74784.00
OI0006573,O002176,P0019,4,4,7370.00,0.00,29480.00
OI0006574,O002177,P0034,1,1,10570.00,0.00,10570.00
OI0006575,O002177,P0040,2,5,17530.00,5.00,83267.50
OI0006576,O002177,P0028,3,3,9080.00,5.00,25878.00
OI0006577,O002177,P0040,4,1,17530.00,15.00,14900.50
OI0006578,O002177,P0009,5,10,5290.00,10.00,47610.00
OI0006579,O002178,P0020,1,10,5780.00,10.00,52020.00
OI0006580,O002178,P0080,2,11,5590.00,0.00,61490.00
OI0006581,O002178,P0046,3,10,7120.00,0.00,71200.00
OI0006582,O002178,P0018,4,4,670.00,15.00,2278.00
OI0006583,O002178,P0012,5,9,6280.00,5.00,53694.00
OI0006584,O002179,P0022,1,10,8500.00,5.00,80750.00
OI0006585,O002179,P0032,2,3,330.00,15.00,841.50
OI0006586,O002179,P0035,3,5,14850.00,0.00,74250.00
OI0006587,O002179,P0065,4,4,10680.00,0.00,42720.00
OI0006588,O002179,P0036,5,8,10120.00,5.00,76912.00
OI0006589,O002180,P0016,1,11,8740.00,0.00,96140.00
OI0006590,O002181,P0041,1,4,12490.00,5.00,47462.00
OI0006591,O002181,P0062,2,12,8730.00,5.00,99522.00
OI0006592,O002182,P0026,1,9,13420.00,0.00,120780.00
OI0006593,O002183,P0074,1,9,10020.00,15.00,76653.00
OI0006594,O002183,P0061,2,3,9420.00,15.00,24021.00
OI0006595,O002183,P0035,3,9,14850.00,15.00,113602.50
OI0006596,O002183,P0031,4,8,3650.00,10.00,26280.00
OI0006597,O002183,P0022,5,1,8500.00,0.00,8500.00
OI0006598,O002184,P0013,1,11,9840.00,15.00,92004.00
OI0006599,O002184,P0020,2,7,5780.00,0.00,40460.00
OI0006600,O002184,P0039,3,4,3060.00,10.00,11016.00
OI0006601,O002184,P0013,4,2,9840.00,0.00,19680.00
OI0006602,O002185,P0053,1,8,16730.00,10.00,120456.00
OI0006603,O002185,P0048,2,10,12050.00,15.00,102425.00
OI0006604,O002186,P0018,1,7,670.00,15.00,3986.50
OI0006605,O002186,P0070,2,4,13990.00,0.00,55960.00
OI0006606,O002187,P0056,1,8,10190.00,15.00,69292.00
OI0006607,O002187,P0079,2,2,15570.00,15.00,26469.00
OI0006608,O002187,P0004,3,11,16440.00,0.00,180840.00
OI0006609,O002188,P0046,1,3,7120.00,0.00,21360.00
OI0006610,O002188,P0009,2,2,5290.00,10.00,9522.00
OI0006611,O002188,P0061,3,1,9420.00,10.00,8478.00
OI0006612,O002189,P0028,1,6,9080.00,0.00,54480.00
OI0006613,O002189,P0031,2,10,3650.00,5.00,34675.00
OI0006614,O002190,P0071,1,6,16680.00,0.00,100080.00
OI0006615,O002190,P0076,2,6,8140.00,15.00,41514.00
OI0006616,O002190,P0044,3,12,13780.00,0.00,165360.00
OI0006617,O002190,P0007,4,2,4920.00,0.00,9840.00
OI0006618,O002191,P0030,1,12,340.00,15.00,3468.00
OI0006619,O002191,P0068,2,9,2100.00,0.00,18900.00
OI0006620,O002191,P0053,3,12,16730.00,5.00,190722.00
OI0006621,O002191,P0065,4,12,10680.00,0.00,128160.00
OI0006622,O002192,P0045,1,1,14880.00,0.00,14880.00
OI0006623,O002192,P0031,2,10,3650.00,0.00,36500.00
OI0006624,O002193,P0027,1,3,4890.00,0.00,14670.00
OI0006625,O002193,P0021,2,9,17850.00,15.00,136552.50
OI0006626,O002193,P0058,3,5,1830.00,10.00,8235.00
OI0006627,O002193,P0019,4,11,7370.00,10.00,72963.00
OI0006628,O002194,P0005,1,5,3300.00,15.00,14025.00
OI0006629,O002194,P0033,2,3,800.00,5.00,2280.00
OI0006630,O002195,P0043,1,10,9450.00,0.00,94500.00
OI0006631,O002195,P0076,2,7,8140.00,0.00,56980.00
OI0006632,O002195,P0069,3,4,12320.00,0.00,49280.00
OI0006633,O002195,P0036,4,5,10120.00,0.00,50600.00
OI0006634,O002196,P0056,1,6,10190.00,0.00,61140.00
OI0006635,O002196,P0027,2,3,4890.00,10.00,13203.00
OI0006636,O002196,P0003,3,8,14640.00,15.00,99552.00
OI0006637,O002196,P0031,4,9,3650.00,0.00,32850.00
OI0006638,O002197,P0049,1,4,16150.00,5.00,61370.00
OI0006639,O002197,P0009,2,4,5290.00,15.00,17986.00
OI0006640,O002197,P0046,3,12,7120.00,15.00,72624.00
OI0006641,O002197,P0060,4,9,8800.00,0.00,79200.00
OI0006642,O002198,P0070,1,4,13990.00,15.00,47566.00
OI0006643,O002198,P0032,2,9,330.00,0.00,2970.00
OI0006644,O002198,P0069,3,9,12320.00,5.00,105336.00
OI0006645,O002199,P0017,1,6,3480.00,10.00,18792.00
OI0006646,O002199,P0045,2,2,14880.00,15.00,25296.00
OI0006647,O002199,P0062,3,3,8730.00,0.00,26190.00
OI0006648,O002199,P0075,4,11,14230.00,15.00,133050.50
OI0006649,O002200,P0016,1,4,8740.00,0.00,34960.00
OI0006650,O002200,P0032,2,5,330.00,15.00,1402.50
OI0006651,O002200,P0033,3,6,800.00,0.00,4800.00
OI0006652,O002200,P0008,4,8,5830.00,15.00,39644.00
OI0006653,O002201,P0071,1,1,16680.00,0.00,16680.00
OI0006654,O002201,P0070,2,12,13990.00,0.00,167880.00
OI0006655,O002202,P0023,1,3,12130.00,0.00,36390.00
OI0006656,O002202,P0059,2,6,14710.00,15.00,75021.00
OI0006657,O002202,P0080,3,10,5590.00,0.00,55900.00
OI0006658,O002203,P0020,1,8,5780.00,5.00,43928.00
OI0006659,O002203,P0008,2,3,5830.00,10.00,15741.00
OI0006660,O002203,P0052,3,10,13500.00,0.00,135000.00
OI0006661,O002203,P0029,4,12,8380.00,15.00,85476.00
OI0006662,O002204,P0063,1,10,3720.00,15.00,31620.00
OI0006663,O002205,P0076,1,2,8140.00,0.00,16280.00
OI0006664,O002206,P0071,1,3,16680.00,5.00,47538.00
OI0006665,O002206,P0019,2,7,7370.00,0.00,51590.00
OI0006666,O002206,P0025,3,3,13240.00,0.00,39720.00
OI0006667,O002206,P0049,4,4,16150.00,0.00,64600.00
OI0006668,O002207,P0010,1,5,3500.00,0.00,17500.00
OI0006669,O002207,P0023,2,10,12130.00,0.00,121300.00
OI0006670,O002207,P0013,3,8,9840.00,0.00,78720.00
OI0006671,O002207,P0025,4,10,13240.00,15.00,112540.00
OI0006672,O002208,P0020,1,3,5780.00,0.00,17340.00
OI0006673,O002208,P0020,2,10,5780.00,15.00,49130.00
OI0006674,O002209,P0015,1,4,8020.00,10.00,28872.00
OI0006675,O002209,P0067,2,10,16160.00,5.00,153520.00
OI0006676,O002209,P0076,3,6,8140.00,10.00,43956.00
OI0006677,O002209,P0019,4,4,7370.00,15.00,25058.00
OI0006678,O002210,P0069,1,9,12320.00,5.00,105336.00
OI0006679,O002210,P0021,2,7,17850.00,10.00,112455.00
OI0006680,O002210,P0057,3,10,5170.00,0.00,51700.00
OI0006681,O002211,P0071,1,6,16680.00,15.00,85068.00
OI0006682,O002212,P0052,1,7,13500.00,0.00,94500.00
OI0006683,O002212,P0079,2,9,15570.00,0.00,140130.00
OI0006684,O002212,P0068,3,2,2100.00,5.00,3990.00
OI0006685,O002212,P0014,4,5,14460.00,5.00,68685.00
OI0006686,O002212,P0068,5,4,2100.00,5.00,7980.00
OI0006687,O002213,P0012,1,3,6280.00,0.00,18840.00
OI0006688,O002214,P0016,1,5,8740.00,10.00,39330.00
OI0006689,O002214,P0039,2,10,3060.00,5.00,29070.00
OI0006690,O002214,P0061,3,6,9420.00,0.00,56520.00
OI0006691,O002214,P0001,4,11,4300.00,5.00,44935.00
OI0006692,O002214,P0002,5,9,12930.00,15.00,98914.50
OI0006693,O002215,P0036,1,3,10120.00,0.00,30360.00
OI0006694,O002215,P0012,2,7,6280.00,10.00,39564.00
OI0006695,O002215,P0010,3,1,3500.00,5.00,3325.00
OI0006696,O002215,P0059,4,11,14710.00,0.00,161810.00
OI0006697,O002216,P0041,1,6,12490.00,5.00,71193.00
OI0006698,O002216,P0004,2,1,16440.00,15.00,13974.00
OI0006699,O002216,P0070,3,8,13990.00,15.00,95132.00
OI0006700,O002217,P0019,1,12,7370.00,0.00,88440.00
OI0006701,O002218,P0012,1,7,6280.00,0.00,43960.00
OI0006702,O002218,P0060,2,1,8800.00,5.00,8360.00
OI0006703,O002218,P0051,3,1,12120.00,0.00,12120.00
OI0006704,O002218,P0030,4,10,340.00,0.00,3400.00
OI0006705,O002219,P0033,1,6,800.00,5.00,4560.00
OI0006706,O002219,P0080,2,10,5590.00,5.00,53105.00
OI0006707,O002220,P0051,1,11,12120.00,5.00,126654.00
OI0006708,O002220,P0047,2,10,2190.00,5.00,20805.00
OI0006709,O002221,P0076,1,7,8140.00,0.00,56980.00
OI0006710,O002221,P0021,2,3,17850.00,0.00,53550.00
OI0006711,O002221,P0030,3,7,340.00,10.00,2142.00
OI0006712,O002222,P0030,1,2,340.00,0.00,680.00
OI0006713,O002222,P0013,2,7,9840.00,15.00,58548.00
OI0006714,O002222,P0067,3,8,16160.00,10.00,116352.00
OI0006715,O002222,P0046,4,2,7120.00,15.00,12104.00
OI0006716,O002222,P0007,5,9,4920.00,5.00,42066.00
OI0006717,O002223,P0007,1,9,4920.00,0.00,44280.00
OI0006718,O002223,P0047,2,10,2190.00,10.00,19710.00
OI0006719,O002223,P0072,3,1,6730.00,0.00,6730.00
OI0006720,O002223,P0062,4,9,8730.00,15.00,66784.50
OI0006721,O002223,P0061,5,10,9420.00,15.00,80070.00
OI0006722,O002224,P0002,1,3,12930.00,15.00,32971.50
OI0006723,O002224,P0063,2,8,3720.00,0.00,29760.00
OI0006724,O002225,P0025,1,2,13240.00,10.00,23832.00
OI0006725,O002225,P0012,2,3,6280.00,0.00,18840.00
OI0006726,O002226,P0011,1,11,6240.00,15.00,58344.00
OI0006727,O002226,P0058,2,4,1830.00,0.00,7320.00
OI0006728,O002226,P0068,3,1,2100.00,15.00,1785.00
OI0006729,O002226,P0039,4,12,3060.00,0.00,36720.00
OI0006730,O002227,P0054,1,3,10100.00,0.00,30300.00
OI0006731,O002228,P0018,1,3,670.00,0.00,2010.00
OI0006732,O002229,P0042,1,9,2830.00,0.00,25470.00
OI0006733,O002229,P0027,2,12,4890.00,5.00,55746.00
OI0006734,O002229,P0013,3,3,9840.00,0.00,29520.00
OI0006735,O002229,P0078,4,6,7660.00,15.00,39066.00
OI0006736,O002229,P0004,5,8,16440.00,15.00,111792.00
OI0006737,O002230,P0065,1,8,10680.00,5.00,81168.00
OI0006738,O002231,P0061,1,12,9420.00,0.00,113040.00
OI0006739,O002231,P0067,2,5,16160.00,10.00,72720.00
OI0006740,O002231,P0017,3,2,3480.00,10.00,6264.00
OI0006741,O002231,P0059,4,8,14710.00,5.00,111796.00
OI0006742,O002232,P0038,1,1,11890.00,0.00,11890.00
OI0006743,O002232,P0015,2,12,8020.00,5.00,91428.00
OI0006744,O002232,P0038,3,12,11890.00,5.00,135546.00
OI0006745,O002232,P0038,4,1,11890.00,0.00,11890.00
OI0006746,O002233,P0024,1,4,11180.00,15.00,38012.00
OI0006747,O002233,P0034,2,1,10570.00,5.00,10041.50
OI0006748,O002233,P0003,3,10,14640.00,5.00,139080.00
OI0006749,O002234,P0048,1,11,12050.00,0.00,132550.00
OI0006750,O002234,P0001,2,11,4300.00,15.00,40205.00
OI0006751,O002235,P0005,1,4,3300.00,0.00,13200.00
OI0006752,O002235,P0044,2,7,13780.00,10.00,86814.00
OI0006753,O002236,P0061,1,12,9420.00,5.00,107388.00
OI0006754,O002236,P0033,2,12,800.00,15.00,8160.00
OI0006755,O002236,P0036,3,11,10120.00,5.00,105754.00
OI0006756,O002237,P0030,1,4,340.00,10.00,1224.00
OI0006757,O002237,P0075,2,5,14230.00,15.00,60477.50
OI0006758,O002237,P0033,3,4,800.00,0.00,3200.00
OI0006759,O002238,P0008,1,7,5830.00,0.00,40810.00
OI0006760,O002238,P0007,2,9,4920.00,15.00,37638.00
OI0006761,O002238,P0051,3,2,12120.00,0.00,24240.00
OI0006762,O002238,P0060,4,7,8800.00,5.00,58520.00
OI0006763,O002239,P0062,1,10,8730.00,10.00,78570.00
OI0006764,O002239,P0048,2,2,12050.00,0.00,24100.00
OI0006765,O002239,P0034,3,4,10570.00,0.00,42280.00
OI0006766,O002240,P0031,1,12,3650.00,10.00,39420.00
OI0006767,O002240,P0052,2,11,13500.00,0.00,148500.00
OI0006768,O002240,P0024,3,12,11180.00,5.00,127452.00
OI0006769,O002240,P0048,4,12,12050.00,0.00,144600.00
OI0006770,O002241,P0017,1,11,3480.00,0.00,38280.00
OI0006771,O002242,P0023,1,11,12130.00,15.00,113415.50
OI0006772,O002242,P0057,2,12,5170.00,0.00,62040.00
OI0006773,O002242,P0007,3,11,4920.00,0.00,54120.00
OI0006774,O002243,P0017,1,10,3480.00,5.00,33060.00
OI0006775,O002243,P0066,2,8,11920.00,0.00,95360.00
OI0006776,O002243,P0050,3,5,14600.00,10.00,65700.00
OI0006777,O002244,P0027,1,9,4890.00,5.00,41809.50
OI0006778,O002244,P0046,2,11,7120.00,0.00,78320.00
OI0006779,O002244,P0011,3,3,6240.00,10.00,16848.00
OI0006780,O002244,P0006,4,12,570.00,15.00,5814.00
OI0006781,O002244,P0041,5,11,12490.00,10.00,123651.00
OI0006782,O002245,P0014,1,3,14460.00,0.00,43380.00
OI0006783,O002245,P0047,2,6,2190.00,10.00,11826.00
OI0006784,O002245,P0080,3,4,5590.00,0.00,22360.00
OI0006785,O002246,P0057,1,5,5170.00,0.00,25850.00
OI0006786,O002246,P0013,2,6,9840.00,15.00,50184.00
OI0006787,O002246,P0077,3,4,14410.00,0.00,57640.00
OI0006788,O002246,P0056,4,9,10190.00,0.00,91710.00
OI0006789,O002247,P0042,1,4,2830.00,10.00,10188.00
OI0006790,O002247,P0020,2,11,5780.00,0.00,63580.00
OI0006791,O002247,P0063,3,2,3720.00,15.00,6324.00
OI0006792,O002247,P0043,4,1,9450.00,15.00,8032.50
OI0006793,O002248,P0047,1,1,2190.00,0.00,2190.00
OI0006794,O002249,P0064,1,2,8250.00,5.00,15675.00
OI0006795,O002249,P0027,2,5,4890.00,0.00,24450.00
OI0006796,O002249,P0005,3,3,3300.00,0.00,9900.00
OI0006797,O002250,P0037,1,6,6650.00,0.00,39900.00
OI0006798,O002250,P0060,2,4,8800.00,0.00,35200.00
OI0006799,O002250,P0074,3,12,10020.00,10.00,108216.00
OI0006800,O002250,P0025,4,11,13240.00,0.00,145640.00
OI0006801,O002251,P0042,1,12,2830.00,10.00,30564.00
OI0006802,O002251,P0012,2,12,6280.00,0.00,75360.00
OI0006803,O002251,P0051,3,2,12120.00,0.00,24240.00
OI0006804,O002251,P0036,4,4,10120.00,0.00,40480.00
OI0006805,O002252,P0026,1,9,13420.00,0.00,120780.00
OI0006806,O002252,P0072,2,12,6730.00,0.00,80760.00
OI0006807,O002252,P0032,3,6,330.00,15.00,1683.00
OI0006808,O002252,P0043,4,9,9450.00,0.00,85050.00
OI0006809,O002252,P0062,5,12,8730.00,0.00,104760.00
OI0006810,O002253,P0069,1,2,12320.00,0.00,24640.00
OI0006811,O002253,P0003,2,5,14640.00,10.00,65880.00
OI0006812,O002253,P0053,3,11,16730.00,10.00,165627.00
OI0006813,O002254,P0027,1,2,4890.00,5.00,9291.00
OI0006814,O002254,P0045,2,2,14880.00,15.00,25296.00
OI0006815,O002254,P0078,3,1,7660.00,10.00,6894.00
OI0006816,O002254,P0049,4,8,16150.00,10.00,116280.00
OI0006817,O002255,P0047,1,8,2190.00,10.00,15768.00
OI0006818,O002256,P0026,1,6,13420.00,0.00,80520.00
OI0006819,O002256,P0071,2,9,16680.00,5.00,142614.00
OI0006820,O002256,P0029,3,10,8380.00,5.00,79610.00
OI0006821,O002257,P0064,1,4,8250.00,10.00,29700.00
OI0006822,O002257,P0009,2,3,5290.00,5.00,15076.50
OI0006823,O002257,P0054,3,9,10100.00,0.00,90900.00
OI0006824,O002257,P0014,4,12,14460.00,0.00,173520.00
OI0006825,O002257,P0074,5,1,10020.00,5.00,9519.00
OI0006826,O002258,P0039,1,2,3060.00,0.00,6120.00
OI0006827,O002258,P0055,2,6,16840.00,0.00,101040.00
OI0006828,O002258,P0076,3,11,8140.00,10.00,80586.00
OI0006829,O002258,P0058,4,8,1830.00,10.00,13176.00
OI0006830,O002258,P0020,5,7,5780.00,0.00,40460.00
OI0006831,O002259,P0071,1,2,16680.00,0.00,33360.00
OI0006832,O002259,P0057,2,6,5170.00,0.00,31020.00
OI0006833,O002260,P0014,1,9,14460.00,5.00,123633.00
OI0006834,O002261,P0073,1,11,1430.00,0.00,15730.00
OI0006835,O002261,P0030,2,4,340.00,0.00,1360.00
OI0006836,O002262,P0033,1,8,800.00,15.00,5440.00
OI0006837,O002262,P0015,2,6,8020.00,0.00,48120.00
OI0006838,O002263,P0010,1,9,3500.00,0.00,31500.00
OI0006839,O002264,P0066,1,8,11920.00,15.00,81056.00
OI0006840,O002265,P0020,1,8,5780.00,0.00,46240.00
OI0006841,O002265,P0055,2,2,16840.00,0.00,33680.00
OI0006842,O002266,P0058,1,1,1830.00,0.00,1830.00
OI0006843,O002267,P0014,1,2,14460.00,10.00,26028.00
OI0006844,O002267,P0013,2,9,9840.00,10.00,79704.00
OI0006845,O002267,P0079,3,9,15570.00,0.00,140130.00
OI0006846,O002267,P0068,4,12,2100.00,5.00,23940.00
OI0006847,O002267,P0003,5,1,14640.00,0.00,14640.00
OI0006848,O002268,P0010,1,8,3500.00,15.00,23800.00
OI0006849,O002268,P0066,2,1,11920.00,5.00,11324.00
OI0006850,O002269,P0060,1,10,8800.00,10.00,79200.00
OI0006851,O002269,P0060,2,1,8800.00,15.00,7480.00
OI0006852,O002269,P0039,3,8,3060.00,0.00,24480.00
OI0006853,O002269,P0064,4,12,8250.00,0.00,99000.00
OI0006854,O002269,P0067,5,1,16160.00,0.00,16160.00
OI0006855,O002270,P0042,1,1,2830.00,0.00,2830.00
OI0006856,O002270,P0076,2,12,8140.00,0.00,97680.00
OI0006857,O002271,P0049,1,8,16150.00,5.00,122740.00
OI0006858,O002271,P0066,2,7,11920.00,0.00,83440.00
OI0006859,O002272,P0003,1,9,14640.00,15.00,111996.00
OI0006860,O002272,P0066,2,7,11920.00,0.00,83440.00
OI0006861,O002272,P0025,3,3,13240.00,5.00,37734.00
OI0006862,O002272,P0045,4,9,14880.00,10.00,120528.00
OI0006863,O002272,P0049,5,10,16150.00,0.00,161500.00
OI0006864,O002273,P0005,1,9,3300.00,0.00,29700.00
OI0006865,O002273,P0043,2,12,9450.00,10.00,102060.00
OI0006866,O002274,P0032,1,2,330.00,15.00,561.00
OI0006867,O002274,P0024,2,10,11180.00,5.00,106210.00
OI0006868,O002275,P0055,1,7,16840.00,0.00,117880.00
OI0006869,O002276,P0076,1,2,8140.00,5.00,15466.00
OI0006870,O002276,P0077,2,3,14410.00,0.00,43230.00
OI0006871,O002276,P0019,3,11,7370.00,0.00,81070.00
OI0006872,O002276,P0044,4,1,13780.00,10.00,12402.00
OI0006873,O002276,P0022,5,3,8500.00,0.00,25500.00
OI0006874,O002277,P0010,1,9,3500.00,15.00,26775.00
OI0006875,O002277,P0078,2,11,7660.00,10.00,75834.00
OI0006876,O002277,P0059,3,8,14710.00,0.00,117680.00
OI0006877,O002278,P0046,1,5,7120.00,0.00,35600.00
OI0006878,O002278,P0064,2,10,8250.00,10.00,74250.00
OI0006879,O002279,P0034,1,12,10570.00,15.00,107814.00
OI0006880,O002279,P0055,2,6,16840.00,15.00,85884.00
OI0006881,O002279,P0049,3,5,16150.00,0.00,80750.00
OI0006882,O002280,P0068,1,12,2100.00,15.00,21420.00
OI0006883,O002280,P0016,2,10,8740.00,10.00,78660.00
OI0006884,O002280,P0030,3,9,340.00,0.00,3060.00
OI0006885,O002280,P0076,4,10,8140.00,15.00,69190.00
OI0006886,O002281,P0069,1,12,12320.00,5.00,140448.00
OI0006887,O002281,P0075,2,6,14230.00,15.00,72573.00
OI0006888,O002281,P0075,3,9,14230.00,15.00,108859.50
OI0006889,O002281,P0029,4,5,8380.00,15.00,35615.00
OI0006890,O002281,P0061,5,8,9420.00,0.00,75360.00
OI0006891,O002282,P0043,1,9,9450.00,15.00,72292.50
OI0006892,O002282,P0077,2,8,14410.00,0.00,115280.00
OI0006893,O002283,P0070,1,2,13990.00,0.00,27980.00
OI0006894,O002283,P0053,2,5,16730.00,15.00,71102.50
OI0006895,O002284,P0002,1,9,12930.00,0.00,116370.00
OI0006896,O002285,P0051,1,9,12120.00,0.00,109080.00
OI0006897,O002285,P0061,2,8,9420.00,0.00,75360.00
OI0006898,O002286,P0030,1,7,340.00,0.00,2380.00
OI0006899,O002286,P0025,2,12,13240.00,15.00,135048.00
OI0006900,O002286,P0050,3,3,14600.00,10.00,39420.00
OI0006901,O002286,P0042,4,12,2830.00,0.00,33960.00
OI0006902,O002287,P0062,1,7,8730.00,15.00,51943.50
OI0006903,O002287,P0049,2,7,16150.00,10.00,101745.00
OI0006904,O002288,P0066,1,12,11920.00,0.00,143040.00
OI0006905,O002288,P0022,2,3,8500.00,0.00,25500.00
OI0006906,O002289,P0073,1,5,1430.00,0.00,7150.00
OI0006907,O002289,P0059,2,11,14710.00,0.00,161810.00
OI0006908,O002289,P0005,3,8,3300.00,5.00,25080.00
OI0006909,O002289,P0069,4,7,12320.00,15.00,73304.00
OI0006910,O002290,P0076,1,6,8140.00,5.00,46398.00
OI0006911,O002290,P0010,2,9,3500.00,0.00,31500.00
OI0006912,O002291,P0067,1,7,16160.00,15.00,96152.00
OI0006913,O002291,P0053,2,4,16730.00,0.00,66920.00
OI0006914,O002291,P0078,3,9,7660.00,5.00,65493.00
OI0006915,O002292,P0017,1,1,3480.00,0.00,3480.00
OI0006916,O002293,P0077,1,12,14410.00,0.00,172920.00
OI0006917,O002293,P0003,2,2,14640.00,0.00,29280.00
OI0006918,O002293,P0046,3,11,7120.00,5.00,74404.00
OI0006919,O002294,P0017,1,8,3480.00,0.00,27840.00
OI0006920,O002294,P0073,2,7,1430.00,0.00,10010.00
OI0006921,O002294,P0026,3,3,13420.00,0.00,40260.00
OI0006922,O002294,P0015,4,6,8020.00,0.00,48120.00
